,Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,url
117,Claire Le Goues,Carnegie Mellon University,2013,Assistant,Software Engineering,Harvard University - USA,University of Virginia - USA,University of Virginia - USA,,http://www.cs.cmu.edu/~clegoues/#longer,,/~clegoues/#longer
118,Daniel D. Sleator,Carnegie Mellon University,1999,Full,Algorithms & Theory,,,Stanford University - USA,,http://www-2.cs.cmu.edu/~sleator/,,/~sleator/
119,Daniel P. Siewiorek,Carnegie Mellon University,1972,Full,Human-Computer Interaction,University of Michigan - USA,Stanford University - USA,Stanford University - USA,,http://www.cmu.edu/qolt/People/leadership/siewiorek-dan.html,http://www.ieeeghn.org/wiki/index.php/Oral-History:Daniel_Siewiorek,/qolt/People/leadership/siewiorek-dan.html
120,Dannie Durand,Carnegie Mellon University,,Associate,Bioinformatics & Computational Biology,,,Columbia University - USA,University of Pennsylvania - USA,http://www.cs.cmu.edu/~durand/,,/~durand/
121,David Andersen,Carnegie Mellon University,,Associate,Networks & Communications,University of Utah - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.cmu.edu/~dga/,,/~dga/
122,David Brumley,Carnegie Mellon University,,Assistant,Security & Privacy,University of Northern Colorado - USA,Stanford University - USA,Carnegie Mellon University - USA,,http://users.ece.cmu.edu/~dbrumley/index.html,,/~dbrumley/index.html
123,David Farber,Carnegie Mellon University,,Full,Programming Languages,Stevens Institute of Technology - USA,Stevens Institute of Technology - USA,,,http://www.epp.cmu.edu/people/bios/farber.html,,/people/bios/farber.html
124,David Garlan,Carnegie Mellon University,,Full,Software Engineering,,,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~garlan/,,/~garlan/
125,David O'Hallaron,Carnegie Mellon University,1989,Full,Scientific Computing,Virginia Polytechnic Institute and State University - USA,University of Virginia - USA,University of Virginia - USA,,http://www.cs.cmu.edu/afs/cs.cmu.edu/user/droh/www/drohcv.pdf,,/afs/cs.cmu.edu/user/droh/www/drohcv.pdf
126,Edmund M. Clarke,Carnegie Mellon University,1982,Full,Hardware & Architecture,University of Virginia - USA,Duke University - USA,Cornell University - USA,,http://www.cs.cmu.edu/~emc/bio.html,,/~emc/bio.html
127,Emma Brunskill,Carnegie Mellon University,2011,Assistant,Artificial Intelligence,,,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,http://www.cs.cmu.edu/~ebrun/,,/~ebrun/
128,Eric Nyberg,Carnegie Mellon University,,Full,Natural Language & Speech,,,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~ehn/,,/~ehn/
129,Eric Poe Xing,Carnegie Mellon University,2004,Associate,Machine Learning & Pattern Recognition,Tsinghua University - Beijing - China,Rutgers - State University of New Jersey - New Brunswick - USA,University of California - Berkeley - USA,,http://www.cs.cmu.edu/~epxing/xing_cv_2013.pdf,,/~epxing/xing_cv_2013.pdf
130,Frank Pfenning,Carnegie Mellon University,1986,Full,Programming Languages,Technische Universität Darmstadt - Germany,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~fp/cv.html,,/~fp/cv.html
131,Garth Gibson,Carnegie Mellon University,1991,Full,Hardware & Architecture,University of Waterloo - Ontario - Canada,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.cmu.edu/~garth/#bio,,/~garth/#bio
132,Gary Miller,Carnegie Mellon University,,Full,Algorithms & Theory,,,University of California - Berkeley - USA,,http://www.cs.cmu.edu/~glmiller/,http://en.wikipedia.org/wiki/Gary_Miller_(computer_scientist),/~glmiller/
133,Ge Yang,Carnegie Mellon University,2008,Assistant,Bioinformatics & Computational Biology,Tsinghua University - Beijing - China,Chinese Academy of Sciences - China,University of Minnesota - Twin Cities - USA,Scripps Research Institute - USA,http://www.andrew.cmu.edu/user/geyang/,,/user/geyang/
134,Greg Ganger,Carnegie Mellon University,,Full,Operating Systems,University of Michigan - USA,University of Michigan - USA,University of Michigan - USA,Massachusetts Institute of Technology - USA,http://www.ece.cmu.edu/~ganger/,,/~ganger/
135,Gustavo Rohde,Carnegie Mellon University,2007,Associate,Bioinformatics & Computational Biology,Vanderbilt University - USA,Vanderbilt University - USA,University of Maryland - College Park - USA,,http://www.andrew.cmu.edu/user/gustavor/rohde_cv.pdf,,/user/gustavor/rohde_cv.pdf
136,Guy Blelloch,Carnegie Mellon University,,Full,Distributed & Parallel Computing,Swarthmore College - USA,,Massachusetts Institute of Technology - USA,,http://www.cs.cmu.edu/~guyb/,http://www.linkedin.com/pub/guy-blelloch/a/725/570,/~guyb/
137,Howie Choset,Carnegie Mellon University,,Full,Artificial Intelligence,University of Pennsylvania - USA,California Institute of Technology - USA,California Institute of Technology - USA,,http://www.cs.cmu.edu/~choset/bio.html,,/~choset/bio.html
138,Hui Zhang,Carnegie Mellon University,,Full,Networks & Communications,Peking University - Beijing - China,Rensselaer Polytechnic Institute - USA,University of California - Berkeley - USA,,http://www-2.cs.cmu.edu/~hzhang/,https://www.cylab.cmu.edu/education/faculty/zhang-h.html,/~hzhang/
139,J. Andrew (Drew) Bagnell,Carnegie Mellon University,2000,Associate,Artificial Intelligence,University of Florida - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cmu.edu/qolt/People/researchers/bagnell-drew.html,,/qolt/People/researchers/bagnell-drew.html
140,J. Zico Kolter,Carnegie Mellon University,2012,Assistant,Real-Time & Embedded Systems,Georgetown University - USA,,Stanford University - USA,Massachusetts Institute of Technology - USA,http://www.cs.cmu.edu/~zkolter/,http://doczine.com/bigdata/1/1376355054_5f80dd43bd/jzico.kolter.cv.pdf,/~zkolter/
141,Jacobo Carrasquel,Carnegie Mellon University,1980,Associate,Computer Education,Carnegie Mellon University - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~jxc/bio.html,,/~jxc/bio.html
142,Jaime Carbonell,Carnegie Mellon University,1995,Full,Artificial Intelligence,Massachusetts Institute of Technology - USA,Yale University - USA,Yale University - USA,,http://www.cs.cmu.edu/~jgc/CVs/Carbonell%20CV%202014-Feb.pdf,,/~jgc/CVs/Carbonell%20CV%202014-Feb.pdf
143,James C. Hoe,Carnegie Mellon University,,Associate,Hardware & Architecture,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://users.ece.cmu.edu/~jhoe/,,/~jhoe/
144,James Herbsleb,Carnegie Mellon University,1994,Full,Software Engineering,Monmouth College - USA,University of Nebraska - Lincoln - USA,University of Nebraska - Lincoln - USA,University of Michigan - USA,http://herbsleb.org/,http://herbsleb.org/current-vita.pdf,/
145,James Morris,Carnegie Mellon University,1982,Full,Programming Languages,Carnegie Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.cmu.edu/~jhm/vita.htm,,/~jhm/vita.htm
146,Jamie Callan,Carnegie Mellon University,1999,Full,Information Retrieval,University of Connecticut - USA,University of Massachusetts - Amherst - USA,University of Massachusetts - Amherst - USA,,http://www.cs.cmu.edu/~callan/Bio.html,http://www.heinz.cmu.edu/faculty-and-research/faculty-profiles/faculty-details/index.aspx?faculty_id=12,/~callan/Bio.html
147,Jason Hong,Carnegie Mellon University,2004,Associate,Human-Computer Interaction,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,University of California - Berkeley - USA,,http://www.cs.cmu.edu/~jasonh/research/cv/cv.pdf,,/~jasonh/research/cv/cv.pdf
148,Javier Lopez,Carnegie Mellon University,,Associate,Bioinformatics & Computational Biology,,,Duke University - USA,Stanford University - USA,http://www.cmu.edu/bio/faculty/lopez.html,,/bio/faculty/lopez.html
149,Jeannette M. Wing,Carnegie Mellon University,1985,Full,Programming Languages,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.cmu.edu/afs/cs.cmu.edu/user/wing/www/resume.pdf,,/afs/cs.cmu.edu/user/wing/www/resume.pdf
150,Jeffrey Bigham,Carnegie Mellon University,2013,Associate,Human-Computer Interaction,Princeton University - USA,University of Washington - USA,University of Washington - USA,,http://www.cs.cmu.edu/~jbigham/,,/~jbigham/
151,Jeffrey Eppinger,Carnegie Mellon University,2001,Full,Software Engineering,Carnegie Mellon University - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.jeffeppinger.com/jle/projects.html,,/jle/projects.html
152,Jennifer Mankoff,Carnegie Mellon University,2004,Associate,Human-Computer Interaction,Oberlin College - USA,,Georgia Institute of Technology - USA,,http://www.cs.cmu.edu/~jmankoff/cv.pdf,,/~jmankoff/cv.pdf
153,Jessica Hammer,Carnegie Mellon University,2014,Assistant,Human-Computer Interaction,Harvard University - USA,New York University - USA,Columbia University - USA,,http://dl.dropboxusercontent.com/u/789795/Hammer%20CV.pdf,,/u/789795/Hammer%20CV.pdf
154,Jessica Hodgins,Carnegie Mellon University,2000,Full,Graphics,,,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~jkh/,,/~jkh/
155,Jodi Forlizzi,Carnegie Mellon University,2000,Associate,Human-Computer Interaction,Philadelphia College of Art - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://goodgestreet.com/docs/Forlizzi13vitae.pdf,,/docs/Forlizzi13vitae.pdf
156,John Anderson,Carnegie Mellon University,1978,Full,Human-Computer Interaction,University of British Columbia - Canada,,Stanford University - USA,,http://act-r.psy.cmu.edu/peoplepages/ja/ja-vita.php,,/peoplepages/ja/ja-vita.php
157,John Zimmerman,Carnegie Mellon University,2002,Associate,Human-Computer Interaction,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,,http://www.cs.cmu.edu/~johnz/,,/~johnz/
158,Jonathan Aldrich,Carnegie Mellon University,2003,Associate,Scientific Computing,University of Washington - USA,,University of Washington - USA,,http://www.cs.cmu.edu/~aldrich/,,/~aldrich/
159,Justine Cassell,Carnegie Mellon University,2010,Full,Human-Computer Interaction,Dartmouth College - USA,University of Edinburgh - United Kingdom,University of Chicago - USA,,http://en.wikipedia.org/wiki/Justine_Cassell,http://www.weforum.org/contributors/justine-cassell,/wiki/Justine_Cassell
160,Karl Crary,Carnegie Mellon University,1998,Associate,Programming Languages,Carnegie Mellon University - USA,,Cornell University - USA,,http://www.cs.cmu.edu/~crary/,,/~crary/
161,Kathleen M. Carley,Carnegie Mellon University,1984,Full,Human-Computer Interaction,Massachusetts Institute of Technology - USA,,Harvard University - USA,,http://public.tepper.cmu.edu/facultydirectory/FacultyDirectoryPrintable.aspx?id=151,,/facultydirectory/FacultyDirectoryPrintable.aspx?id=151
162,Kathryn Roeder,Carnegie Mellon University,1994,Full,Bioinformatics & Computational Biology,University of Idaho - USA,,Pennsylvania State University - USA,,http://www.stat.cmu.edu/~roeder/vita.pdf,,/~roeder/vita.pdf
163,Kayvon Fatahalian,Carnegie Mellon University,2011,Assistant,Human-Computer Interaction,,,Stanford University - USA,,https://www.cs.cmu.edu/~kayvonf/,,/~kayvonf/
164,Ken Koedinger,Carnegie Mellon University,1990,Full,Human-Computer Interaction,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,Carnegie Mellon University - USA,,http://pact.cs.cmu.edu/koedinger/koedingerCV.html,,/koedinger/koedingerCV.html
165,Larry Wasserman,Carnegie Mellon University,,Full,Algorithms & Theory,,,University of Toronto - Canada,,http://www.stat.cmu.edu/~larry/,,/~larry/
166,Laura Dabbish,Carnegie Mellon University,,Associate,Human-Computer Interaction,University of Southern California - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://lauradabbish.com/,http://www.heinz.cmu.edu/faculty-and-research/faculty-profiles/faculty-details/index.aspx?faculty_id=27,/
167,Lenore Blum,Carnegie Mellon University,1999,Full,Algorithms & Theory,Carnegie Institute of Technology - USA,Carnegie Institute of Technology - USA,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,http://www.cs.cmu.edu/~lblum/#Biography,,/~lblum/#Biography
168,Lorrie Cranor,Carnegie Mellon University,2003,Associate,Security & Privacy,Washington University - St. Louis - USA,Washington University - St. Louis - USA,Washington University - St. Louis - USA,,http://lorrie.cranor.org/,,/
169,Luis VonAhn,Carnegie Mellon University,2006,Associate,Human-Computer Interaction,Duke University - USA,,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~biglou/LuisvonAhn_CV.pdf,,/~biglou/LuisvonAhn_CV.pdf
170,Mahadev Satyanarayanan,Carnegie Mellon University,,Full,Security & Privacy,Indian Institute of Technology - Madras - India,Indian Institute of Technology - Madras - India,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~satya/bio.html,,/~satya/bio.html
171,Manuel Blum,Carnegie Mellon University,2001,Full,Algorithms & Theory,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.cmu.edu/~mblum/pdfs/manuel_blum_cv.pdf,,/~mblum/pdfs/manuel_blum_cv.pdf
172,Manuela Veloso,Carnegie Mellon University,1997,Full,Artificial Intelligence,Instituto Superior Tecnico - Lisbon - Portugal,Boston University - USA,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~mmv/VelosoShortCV2012.pdf,,/~mmv/VelosoShortCV2012.pdf
173,Mary Shaw,Carnegie Mellon University,,Full,Software Engineering,Rice University - USA,,Carnegie Mellon University - USA,,http://spoke.compose.cs.cmu.edu/shaweb/a/about.htm,,/shaweb/a/about.htm
174,Matt Mason,Carnegie Mellon University,1982,Full,Artificial Intelligence,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.cmu.edu/~mason/mattscv.pdf,,/~mason/mattscv.pdf
175,Michael Erdmann,Carnegie Mellon University,1989,Full,Bioinformatics & Computational Biology,University of Washington - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.cmu.edu/~me/cv.txt,,/~me/cv.txt
